repo_id,repo_name,n_stars,n_stars_low_activity,n_stars_latest,p_stars_low_activity
,marsCXXV/Magiceden-bot,727,170,,0.23383768913342504
R_kgDOJAaI8g,TheExplainthis/ChatGPT-Line-Bot,1623,379,1612.0,0.2335181762168823
MDEwOlJlcG9zaXRvcnkyNzEzMzQ2NTg=,JimmyLaurent/hcaptcha-solver,296,69,202.0,0.23310810810810811
R_kgDOG0UXEg,Letscode-br/lc-challenges-python,267,62,251.0,0.23220973782771537
R_kgDOIvoxGQ,etherspot/skandha,610,141,576.0,0.23114754098360657
,yago-21/onion-actual-list-2024,730,168,,0.23013698630136986
R_kgDOJhvZ8A,LedgityLabs/LedgityYield,644,148,665.0,0.22981366459627328
R_kgDOMGN2Wg,DoctorReid/ZenlessZoneZero-OneDragon,2179,500,2585.0,0.22946305644791187
R_kgDOMUBvHQ,CodeWithHarry/The-Ultimate-C-Programming-Course,436,100,452.0,0.22935779816513763
,x45291/mgm-grand-market,676,155,,0.22928994082840237
,valorant-hack/repo,271,62,,0.22878228782287824
MDEwOlJlcG9zaXRvcnkxNjcyMzg1MDQ=,mysynchronium/synchrobit,280,64,257.0,0.22857142857142856
,tv-1985/abacus--market--darknet,484,110,,0.22727272727272727
R_kgDOHXH8vg,ading2210/edpuzzle-answers,251,57,234.0,0.22709163346613545
R_kgDOHO5Afg,skyline-emu/skyline-games-list,442,100,389.0,0.22624434389140272
MDEwOlJlcG9zaXRvcnkyNjg4MTY2NjI=,Stefanuk12/ROBLOX,535,121,435.0,0.2261682242990654
MDEwOlJlcG9zaXRvcnk0MDUzNDEyNTU=,archibaldmilton/Girellu,425,96,438.0,0.22588235294117648
,y1s1et/darkweb-now,927,209,,0.22545846817691478
MDEwOlJlcG9zaXRvcnkxNTQ4NTA1Mjk=,AlbertoOlla/corso-nodejs-materiale,236,53,249.0,0.2245762711864407
MDEwOlJlcG9zaXRvcnkyMTk0MTI1NDQ=,983430207/1024wiki,263,59,248.0,0.22433460076045628
,RaulCodesBTC/pancakeswap-sniper-bot,277,62,,0.22382671480144403
MDEwOlJlcG9zaXRvcnkxNzUzNTg2NzI=,Cocos-BCX/1808,698,156,619.0,0.22349570200573066
R_kgDOHw1bMQ,mouredev/Hello-Python,26954,6008,27779.0,0.22289827112858945
MDEwOlJlcG9zaXRvcnkzNDAxNzQ4NDE=,ns1labs/orb,413,92,613.0,0.22276029055690072
MDEwOlJlcG9zaXRvcnkzODI2OTE5NTg=,kkapuria3/BestBuy-GPU-Bot,660,147,645.0,0.22272727272727272
R_kgDOJGcupA,web3sp/inpage-provider-playground,387,86,395.0,0.2222222222222222
R_kgDOGtZlgQ,helium/denylist,288,64,202.0,0.2222222222222222
MDEwOlJlcG9zaXRvcnkzNzU5MjY4NTI=,kodeartisan/iwara4a,451,100,332.0,0.22172949002217296
R_kgDOKj-4Cg,vechain/vechain-dapp-kit,1835,406,1692.0,0.2212534059945504
MDEwOlJlcG9zaXRvcnkyOTA3MjQ0Mzc=,IBAX-io/go-ibax,8313,1833,7873.0,0.22049801515698303
MDEwOlJlcG9zaXRvcnkyNzg1MzcyNTM=,cfbrevamped/CFBR-Easy-Installer,228,50,227.0,0.21929824561403508
MDEwOlJlcG9zaXRvcnkxOTAzNDQ2MjM=,Cocos-BCX/JSSDK,838,183,761.0,0.21837708830548927
MDEwOlJlcG9zaXRvcnkxNDUyODk1MjA=,kartarkat/Database-connectivity-for-website-using-local-server,637,139,602.0,0.21821036106750394
MDEwOlJlcG9zaXRvcnk0MDQ1ODQ5NzY=,ptedeschi/NFT.net,321,70,318.0,0.21806853582554517
R_kgDOKmC7_w,LinkedInLearning/advanced-prompt-engineering-techniques-3817061,266,58,276.0,0.21804511278195488
MDEwOlJlcG9zaXRvcnkzMzUxMjE1ODU=,ThunderCore-Developer/Jumpstart-Program,317,69,291.0,0.21766561514195584
R_kgDOGeeI4Q,tukasa0001/TownOfHost,340,74,316.0,0.21764705882352942
R_kgDOJNcrnw,NopeCHALLC/nopecha-extension,7911,1720,7036.0,0.217418783971685
MDEwOlJlcG9zaXRvcnkzNTU2NDM5MzU=,streamr-dev/network,520,113,575.0,0.2173076923076923
MDEwOlJlcG9zaXRvcnkyNDA3NjU4NTY=,spacious-team/investbook,336,73,279.0,0.21726190476190477
R_kgDOMrRmHw,kodu-ai/claude-coder,834,181,963.0,0.2170263788968825
,re-ovo/awara,577,125,,0.21663778162911612
MDEwOlJlcG9zaXRvcnkxMzgyODc4ODk=,Netis/packet-agent,902,194,958.0,0.21507760532150777
MDEwOlJlcG9zaXRvcnk0NjYyOTkzMQ==,cadon/ARKStatsExtractor,359,77,491.0,0.21448467966573817
MDEwOlJlcG9zaXRvcnk5NDY5MDA2NA==,mustafamuratcoskun/Sifirdan-Ileri-Seviyeye-Python-Programlama,1963,421,1982.0,0.21446765155374428
R_kgDOH0TDIQ,AdityaAgarwal539/MagiskOnWSA-1,630,135,589.0,0.21428571428571427
MDEwOlJlcG9zaXRvcnkzNjk3MDYxNjY=,Aircoin-official/AirCash,3102,662,2757.0,0.2134107027724049
MDEwOlJlcG9zaXRvcnkyMzMyMDcwNTI=,yyasha/smsbomb,278,59,200.0,0.21223021582733814
,XuanRanDev/Auto-ShiXiBeiAn,1006,213,,0.2117296222664016
R_kgDOIGjyBw,omnilaboratory/OBAndroid,984,208,927.0,0.21138211382113822
R_kgDOJfdIQw,ardha27/AI-Song-Cover-RVC,947,200,990.0,0.21119324181626187
R_kgDOGlPncg,umutxyp/MusicBot,882,186,1004.0,0.2108843537414966
R_kgDOIvSd-Q,matteozappia/DynamicCow,660,139,606.0,0.2106060606060606
,verojj/darknet-market-reviews,238,50,,0.21008403361344538
,akinotaxe91/Fortnite-External,510,107,,0.20980392156862746
MDEwOlJlcG9zaXRvcnkyMTg4MDg1MjQ=,Lonero-Team/Decentralized-Internet,506,106,495.0,0.20948616600790515
MDEwOlJlcG9zaXRvcnkyMzA0NjY1MTQ=,MikeMutter/hmaverickadams-Beginner-Network-Pentesting,498,104,476.0,0.20883534136546184
R_kgDOGqOaag,soyHenry/Python-Prep,858,179,773.0,0.20862470862470864
R_kgDOHErbCg,wireshape/whitepaper,796,166,777.0,0.20854271356783918
R_kgDOLR0lcQ,warden-protocol/wardenprotocol,1084,226,1110.0,0.20848708487084872
R_kgDOLlSRrQ,stacks-network/sbtc,2221,461,369.0,0.2075641602881585
R_kgDOHzUpTQ,XSaintX/libroR-AnalisisDatos,265,55,280.0,0.20754716981132076
R_kgDONI9u2Q,flexpilot-ai/vscode-extension,434,90,540.0,0.2073732718894009
MDEwOlJlcG9zaXRvcnkzNDEyNzgwOTU=,Mr-confused/nekopack,581,119,1586.0,0.20481927710843373
MDEwOlJlcG9zaXRvcnkyNDUzOTEyNDU=,Fate-Grand-Automata/FGA,1475,302,1572.0,0.2047457627118644
R_kgDOGOe8wg,LuNiZz/lunizz,284,58,248.0,0.20422535211267606
MDEwOlJlcG9zaXRvcnkyNTIxNDAyMjQ=,hydro-dev/Hydro,4300,875,4474.0,0.20348837209302326
R_kgDOGp2piw,LinkedInLearning/python-essential-training-2449125,467,95,469.0,0.20342612419700215
MDEwOlJlcG9zaXRvcnkzMDc3NzM4NjY=,elsoul/souls,295,60,332.0,0.2033898305084746
R_kgDOH22m1A,13812851221/-rxrw-daily_morning,665,135,554.0,0.20300751879699247
R_kgDOG_OT_g,codeSTACKr/minter-dapp,2031,407,2048.0,0.20039389463318563
R_kgDOLcdOxg,GaiaNet-AI/gaianet-node,4813,959,4866.0,0.19925202576355702
MDEwOlJlcG9zaXRvcnkxNzE4MTMyODU=,Michael24884/TaiYaKiAnime,683,136,597.0,0.19912152269399708
MDEwOlJlcG9zaXRvcnkzMDI1NTcxNzk=,surajbahadur591/Google-Colab-Scripts,377,75,360.0,0.1989389920424403
MDEwOlJlcG9zaXRvcnkyMDYwODQ=,Homebrew/legacy-homebrew,694,138,26954.0,0.1988472622478386
,bdamcoin/bdamx,917,182,,0.1984732824427481
R_kgDOGXF_9w,ProgrammingHero1/snap_dead,491,97,405.0,0.1975560081466395
MDEwOlJlcG9zaXRvcnkyOTQ4MDIyNTM=,moddio/taro,304,60,286.0,0.19736842105263158
,tcgoku2k1/dark-web-links,629,124,,0.1971383147853736
MDEwOlJlcG9zaXRvcnkzMzcxNzU5Nzk=,FarbstoffRSL/RSL-Helper,269,53,238.0,0.1970260223048327
MDEwOlJlcG9zaXRvcnk4NTAzNzM3MQ==,mark0909099/instahack,914,180,688.0,0.19693654266958424
R_kgDOHB4A1Q,lensterxyz/lenster,22997,4524,24028.0,0.19672131147540983
,tobojah/darkweb-now,2721,535,,0.1966188901139287
R_kgDOMRhlxg,SabrinaRamonov/prompts,260,51,304.0,0.19615384615384615
R_kgDOGMAStA,NEST-Protocol/NEST-Oracle-V4.0,409,80,414.0,0.19559902200489
R_kgDOHhYTHA,closure-studio/ReadMe,738,144,727.0,0.1951219512195122
,xy-busines/abacus--market--url,813,158,,0.1943419434194342
R_kgDOLxETkQ,codefactory-co/flutter-lv1-inflearn-v2,371,72,411.0,0.1940700808625337
R_kgDONC-Htw,ai25395/FMatPix,268,52,303.0,0.19402985074626866
MDEwOlJlcG9zaXRvcnkyNDkwNjkyMTU=,alura-cursos/logica_progamacion_parte1,461,89,446.0,0.19305856832971802
R_kgDOHnyDbw,Vetoyi/CN_Patch.Being_A_DIK,285,55,269.0,0.19298245614035087
MDEwOlJlcG9zaXRvcnk4NDY5OTQxNg==,BLCM/BLCMods,337,65,763.0,0.19287833827893175
MDEwOlJlcG9zaXRvcnkzODk4NjA1OTk=,kkapuria3/FREE-Amazon-BUY-Bot,301,58,301.0,0.19269102990033224
MDEwOlJlcG9zaXRvcnk5MzMyNDE0MQ==,FouadRaheb/Watusi-for-WhatsApp,1399,269,1405.0,0.19228020014295927
MDEwOlJlcG9zaXRvcnkyNjM1NTQ2ODA=,sourcefuse/loopback4-microservice-catalog,308,59,297.0,0.19155844155844157
R_kgDOJ_M5vg,nasa/spaceapps,664,127,633.0,0.19126506024096385
MDEwOlJlcG9zaXRvcnkyNDY0NjQ1NjU=,PojavLauncherTeam/PojavLauncher,7714,1475,7014.0,0.1912107855846513
MDEwOlJlcG9zaXRvcnkyNTQ5NzEzNg==,looly/python-basic,262,50,856.0,0.19083969465648856
R_kgDOHC_f6w,help-iq/Music1,316,60,416.0,0.189873417721519
R_kgDOKkGeTA,SidraChain/sidra-contracts,1948,369,1966.0,0.18942505133470225
R_kgDOIqHCBQ,Avangelista/CarTube,465,88,465.0,0.18924731182795698
MDEwOlJlcG9zaXRvcnkxNTIxODY4Mw==,chinoogawa/fbht,1323,250,1376.0,0.1889644746787604
MDEwOlJlcG9zaXRvcnkxMDAxMjY4MDQ=,LaQuay/TDTChannels,1376,260,1505.0,0.18895348837209303
R_kgDOH40Euw,NEST-Protocol/NESTRedEnvelopesBot,397,75,403.0,0.1889168765743073
MDEwOlJlcG9zaXRvcnkyMzQ0MDYxNDU=,Guray00/IngegneriaInformatica,302,57,287.0,0.18874172185430463
R_kgDOKYs8dw,CodeWithHarry/Sigma-Web-Dev-Course,7044,1326,6878.0,0.18824531516183987
MDEwOlJlcG9zaXRvcnkyMjc1NzczNjU=,finos/legend,1182,222,1289.0,0.18781725888324874
R_kgDOIldQCA,gaganode/gaga_android_sdk,522,98,503.0,0.18773946360153257
R_kgDONSFORg,engSophia5x3/MEV-UniswapBot,277,52,141.0,0.18772563176895307
MDEwOlJlcG9zaXRvcnkxNTE1MDUyOTM=,CS-Tao/whu-library-seat-mobile,768,144,738.0,0.1875
R_kgDOKJIuuA,Eltirosto/Degrees-of-Lewdity-Chinese-Localization,3921,733,4001.0,0.1869421066054578
MDEwOlJlcG9zaXRvcnkxMjU2ODcwNjk=,axstin/rbxfpsunlocker,2269,424,1980.0,0.1868664609960335
R_kgDOJhBz9w,anandgokul18/dcvpn_rust,714,133,27.0,0.18627450980392157
MDEwOlJlcG9zaXRvcnkyMTIyNzIwOTA=,CMSgov/price-transparency-guide,360,67,374.0,0.18611111111111112
R_kgDOJEpyiA,jfadev/bottok,490,91,458.0,0.18571428571428572
R_kgDOKuQ7QQ,cphxj123/Dol-BJX-Ex,307,57,307.0,0.18566775244299674
R_kgDOGT2Viw,V4NSH4J/discord-mass-DM-GO,2646,490,2179.0,0.18518518518518517
R_kgDOJzE5Qw,CodeWithHarry/100-days-of-code-youtube,887,164,882.0,0.18489289740698986
R_kgDOIDUzTQ,mindspore-lab/mindnlp,812,150,832.0,0.18472906403940886
R_kgDOKgka2Q,metercai/SimpleSDXL,699,129,727.0,0.18454935622317598
MDEwOlJlcG9zaXRvcnkzNDEyNzgwOTU=,TgCatUB/nekopack,826,152,1586.0,0.18401937046004843
R_kgDOKkJ19A,SidraChain/go-ethereum,2015,370,1988.0,0.18362282878411912
R_kgDOJOqVng,HaobinZhou/Get_MR,273,50,291.0,0.18315018315018314
MDEwOlJlcG9zaXRvcnkzNjg5OTgyNzY=,merico-dev/build,527,96,495.0,0.18216318785578747
,Saad-Salem5/GTA-V-Mod-Menu,604,110,,0.18211920529801323
MDEwOlJlcG9zaXRvcnk1OTM0MzMzNg==,NEUP-Net-Depart/Trading-View,302,55,22.0,0.18211920529801323
MDEwOlJlcG9zaXRvcnkzNjIyOTYwNzI=,skyward-finance/contracts,467,85,766.0,0.18201284796573874
R_kgDOJcTg5g,runhey/OnmyojiAutoScript,1987,361,2027.0,0.1816809260191243
R_kgDOIX-BwQ,exorde-labs/ExordeModuleCLI,1126,204,1109.0,0.1811722912966252
MDEwOlJlcG9zaXRvcnkxMzI4MTMxNDg=,iNDS-Team/iNDS,442,80,497.0,0.18099547511312217
MDEwOlJlcG9zaXRvcnkzOTc1MjMwOTQ=,cirosantilli/china-dictatorhsip-7,278,50,226.0,0.17985611510791366
R_kgDOK-O-Lg,piombilubicsr/Signers,456,82,68.0,0.17982456140350878
,gooin/DailySync,445,80,,0.1797752808988764
R_kgDOMQQs8Q,volaradlp/minercli,297,53,309.0,0.17845117845117844
MDEwOlJlcG9zaXRvcnkyMjU0MzA1ODM=,joanby/masters-desarrollo-udemy,600,107,561.0,0.17833333333333334
,cryptoc0ding/pancakeswap-sniper-bot,466,83,,0.1781115879828326
MDEwOlJlcG9zaXRvcnk0MTY2NjQwNA==,isaacbernat/netflix-to-srt,529,94,770.0,0.1776937618147448
R_kgDOIldQQg,gaganode/gaga_android,311,55,301.0,0.17684887459807075
MDEwOlJlcG9zaXRvcnkzNzA5MzAwOTM=,ThatOneCalculator/Among-Us-Dumpy-Gif-Maker,589,104,519.0,0.1765704584040747
R_kgDOHFSWrw,joaneeet7/Bootcamp,657,116,688.0,0.1765601217656012
MDEwOlJlcG9zaXRvcnkyNDg5MzcwMzU=,osudroid/osu-droid,630,111,557.0,0.1761904761904762
R_kgDOIUZ1yA,venom-blockchain/awesome-venom,409,72,396.0,0.17603911980440098
R_kgDOIsPetg,WH1T3-E4GL3/brute-eagle,297,52,253.0,0.1750841750841751
MDEwOlJlcG9zaXRvcnkxNjI2MTMyNjg=,ethereum-lists/chains,9668,1689,9139.0,0.17470004137360365
R_kgDOI4j02A,termuxhackers-id/INSTAHACK,447,78,391.0,0.174496644295302
MDEwOlJlcG9zaXRvcnk0ODA2MzUxMQ==,Ada-Developers-Academy/ada-build,304,53,752.0,0.17434210526315788
,Telethon-helper/MUSIC,449,78,,0.17371937639198218
R_kgDOJEXQ7A,chenfei-wu/TaskMatrix,652,113,34546.0,0.17331288343558282
MDEwOlJlcG9zaXRvcnkyNDQ4Njg0MjE=,ZaneYork/SMAPI-Android-Installer,788,136,737.0,0.17258883248730963
MDEwOlJlcG9zaXRvcnkzNDM2MDYzMzE=,AureusStratus/ExoGenesis,412,71,385.0,0.17233009708737865
MDEwOlJlcG9zaXRvcnkzMjU3ODQ2Nw==,ChartsOrg/Charts,657,113,27675.0,0.1719939117199391
,crinny/b0mb3r,856,147,,0.17172897196261683
R_kgDOKcWSkA,mouredev/hello-sql,4908,841,5156.0,0.17135289323553382
R_kgDOIiYJ9Q,Th30neAnd0nly/TrackDown,473,81,438.0,0.17124735729386892
,LSPosed/MagiskOnWSA,17674,3024,,0.17109878918184904
R_kgDOIrNXbw,pyfbsdk59/Flask-ChatGPT-TelegramBot-Vercel,316,54,299.0,0.17088607594936708
,fritzhaxx/DiscordExploit,2580,440,,0.17054263565891473
MDEwOlJlcG9zaXRvcnkzMzg2MzM3NzE=,Open4Es/Open4Es-Shader-Android,294,50,241.0,0.17006802721088435
MDEwOlJlcG9zaXRvcnkyNDAzNjAyNzE=,sCrypt-Inc/boilerplate,300,51,328.0,0.17
MDEwOlJlcG9zaXRvcnkyMTA2MjY5NjQ=,totumonline/totum-mit,924,157,955.0,0.1699134199134199
R_kgDOMgO1fQ,share121/inter-knot,742,126,736.0,0.16981132075471697
MDEwOlJlcG9zaXRvcnkyMTIyMDQ1MDQ=,OTCv8/otclientv8,324,55,256.0,0.1697530864197531
R_kgDOIanR5A,sui-foundation/sui-move-intro-course,2186,371,2282.0,0.1697163769441903
R_kgDOHNlvdw,TheSadError/NIVOS,336,57,406.0,0.16964285714285715
R_kgDOGL4JVQ,Avnsx/fansly,513,87,1308.0,0.1695906432748538
MDEwOlJlcG9zaXRvcnk0MDEzMDE2MjM=,simonfarah/tiktok-bot,550,93,590.0,0.1690909090909091
R_kgDOIr9r4w,hiifeng/V2ray-for-Doprax,9251,1555,8411.0,0.16808993622311103
,tmh72363/solana-trading-bot,304,51,,0.16776315789473684
MDEwOlJlcG9zaXRvcnk4Nzc1ODY4Ng==,ceres993434/PornHubBot,835,140,644.0,0.16766467065868262
,developerdesigner18/spoofer-hwid,813,136,,0.16728167281672818
,Kadenio/Uniswap-Sniper-Bot-Free,341,57,,0.16715542521994134
R_kgDOJSC2eg,TeamFlos/phira,1412,236,1431.0,0.1671388101983003
R_kgDOG-J8og,daPharaoh/MagiskOnWSA,539,90,803.0,0.16697588126159554
MDEwOlJlcG9zaXRvcnkyMDk5NTY5Mzc=,reed-hong/awesome-libra,4152,693,3842.0,0.16690751445086704
MDEwOlJlcG9zaXRvcnk2OTY0MzczOA==,leonhartX/gas-github,2873,479,3542.0,0.16672467803689522
R_kgDOLXpElQ,sina-moradbakhti/hiddify-wow-config,336,56,341.0,0.16666666666666666
MDEwOlJlcG9zaXRvcnkxOTY5NjMy,TrinityCore/WowPacketParser,324,54,438.0,0.16666666666666666
R_kgDOKFcTcw,carlcastanas/IT-curriculum-guide,337,56,340.0,0.1661721068249258
R_kgDOM6fjmw,mruniquehacker/Knightbot,795,132,838.0,0.1660377358490566
R_kgDOG-J8og,Omni9/MagiskOnWSA,368,61,803.0,0.16576086956521738
MDEwOlJlcG9zaXRvcnkzMjI2NzYyMTk=,aditya-shri/VPN,1214,201,954.0,0.1655683690280066
,FollowMec/Trading-Bot-Arbitrage-Eth-Bsc,448,74,,0.16517857142857142
MDEwOlJlcG9zaXRvcnkzNTE5MjgxMjc=,phrz/lg-washer-dryer-card,321,53,338.0,0.16510903426791276
,trapstar39lo/verified-tor-sites-2024,2207,364,,0.164929768917082
R_kgDOKV02Sg,doenerium6969/doenerium-fixed,437,72,316.0,0.16475972540045766
R_kgDOHC_hgg,help-iq/Music2,437,72,663.0,0.16475972540045766
MDEwOlJlcG9zaXRvcnkxNjg1Nzk1Mg==,wszf/androrat,1282,211,1897.0,0.16458658346333854
MDEwOlJlcG9zaXRvcnkxOTgyMjEzMjE=,Bl4ckDr460n/HxWhatsApp,1023,168,828.0,0.16422287390029325
R_kgDOGIVJrw,LinkedInLearning/learning-python-2896241,609,100,609.0,0.16420361247947454
MDEwOlJlcG9zaXRvcnkxMDQzMjE2Mjc=,Adamant-im/adamant,826,135,688.0,0.16343825665859565
MDEwOlJlcG9zaXRvcnkyMjcxMDQ2NTE=,MalitsPlus/ShizuruNotes,606,99,522.0,0.16336633663366337
MDEwOlJlcG9zaXRvcnkyMTA4NTgyMzI=,kumpulanremaja/wifi,674,110,591.0,0.1632047477744807
R_kgDOJ8xE9w,shovoalways/CSS-Course,596,97,604.0,0.16275167785234898
MDEwOlJlcG9zaXRvcnkzMjQ0MjEzMjI=,Woodi-dev/Among-Us-Sheriff-Mod,424,69,344.0,0.16273584905660377
MDEwOlJlcG9zaXRvcnkyMTMzMTA5MA==,4ian/GDevelop,11263,1826,12315.0,0.16212376809020687
R_kgDOJ9mbQA,ptahdao/lmr-partners,654,106,299.0,0.1620795107033639
MDEwOlJlcG9zaXRvcnkyNzc3OTgyNzQ=,tatumio/tatum-js,451,73,369.0,0.16186252771618626
R_kgDOJY43Zw,lyy289065406/re0-web,1083,175,4.0,0.1615881809787627
MDEwOlJlcG9zaXRvcnkzODU5NjgyMDE=,dmitrijkotov634/android-bomber,509,82,408.0,0.16110019646365423
,wdzeng/bot-automation,596,96,,0.1610738255033557
R_kgDOIulESw,UseInterstellar/Interstellar,623,100,1192.0,0.16051364365971107
MDEwOlJlcG9zaXRvcnkzMTM5MzQwMzM=,sharmajv/vpn,4169,669,3604.0,0.16047013672343488
MDEwOlJlcG9zaXRvcnkxMjU2NDAwMTQ=,tiptoettt/instashell,581,93,439.0,0.16006884681583478
R_kgDOIEkk-g,WeAreMahsaAmini/Core,1828,292,1721.0,0.15973741794310722
R_kgDOKuWSVA,Sab1e-GitHub/BadAppleJuice,326,52,314.0,0.15950920245398773
MDEwOlJlcG9zaXRvcnk5MzE5ODQ4Mw==,b3-v3r/Hunner,756,120,766.0,0.15873015873015872
,glixzzy/blooket-hack,543,86,,0.15837937384898712
R_kgDOI7vofA,opera-gaming/gxmods,943,149,824.0,0.15800636267232238
MDEwOlJlcG9zaXRvcnkyNjcyMjIzMjg=,landy22granatt/Kumpulan-Script-Termux,634,100,531.0,0.15772870662460567
MDEwOlJlcG9zaXRvcnk0MDEwMjU=,mislav/hub,870,137,22861.0,0.15747126436781608
R_kgDOK2rPzw,aptos-labs/developer-docs,871,137,921.0,0.15729047072330654
R_kgDOM9cyRw,Flowseal/zapret-discord-youtube,8846,1387,9468.0,0.1567940312005426
MDEwOlJlcG9zaXRvcnkxODc2MzA0NjE=,tkkcc/ArkLights,1308,205,1462.0,0.15672782874617738
MDEwOlJlcG9zaXRvcnkyMDA0MjE1Mg==,nightscout/cgm-remote-monitor,1974,309,2454.0,0.15653495440729484
MDEwOlJlcG9zaXRvcnkyOTE1MjM2Mjg=,marcosrivasr/bootstrap5-website,454,71,424.0,0.15638766519823788
MDEwOlJlcG9zaXRvcnkxMzU2OTg5OTY=,starksecurity/Pierian-Data-Complete-Python-3-Bootcamp,825,129,866.0,0.15636363636363637
MDEwOlJlcG9zaXRvcnkyMTA0NTI2MTg=,Adlik/Adlik,789,123,796.0,0.155893536121673
R_kgDOJ_39Ug,oxylabs/google-maps-scraper,1070,166,1054.0,0.15514018691588785
MDEwOlJlcG9zaXRvcnkxMzUzMzQ3Nzk=,MinterTeam/minter-go-node,361,56,354.0,0.15512465373961218
R_kgDOKkYs3A,gofr-dev/gofr,3878,601,3913.0,0.15497679216090768
MDEwOlJlcG9zaXRvcnkxNDAyODI3NDM=,jmzeng1314/GEO,684,106,799.0,0.15497076023391812
MDEwOlJlcG9zaXRvcnkzNDEzNTI4NTk=,slushiegoose/Town-Of-Us,788,122,827.0,0.1548223350253807
MDEwOlJlcG9zaXRvcnkxODgxMjE3OTY=,Jabrils/Uncle-Rober-Baseball-Predictor,473,73,499.0,0.1543340380549683
R_kgDOGrzZHA,AccumulateMore/Python,415,64,430.0,0.15421686746987953
MDEwOlJlcG9zaXRvcnkyOTI1NDE2Nzg=,paritytech/polkadot-launch,487,75,462.0,0.1540041067761807
R_kgDOGa7U7w,DebianArch64/DebProvision,1219,187,1157.0,0.15340442986054142
R_kgDOHb-H0w,NightmareAI/Real-ESRGAN,920,141,905.0,0.1532608695652174
MDEwOlJlcG9zaXRvcnkzNzI4MTQ4NjQ=,hakanyalcinkaya/Sifirdan-Projelerle-Front-End-ve-React-Egitimi,503,77,624.0,0.15308151093439365
R_kgDOJPPutA,Project-DARC/DARC,10420,1585,9333.0,0.15211132437619962
R_kgDOMCw1oQ,EmbeddedLLM/JamAIBase,606,92,784.0,0.15181518151815182
MDEwOlJlcG9zaXRvcnkzNzcwODkwOTA=,QiHuiKeJi/https-github.com-peng-zhihui-XUAN-Bike,449,68,460.0,0.1514476614699332
MDEwOlJlcG9zaXRvcnkzNzQ0NjI0NTE=,omairqazi29/pera,1579,239,323.0,0.1513616212792907
MDEwOlJlcG9zaXRvcnkxNjAwOTg0NTA=,chucktomasi/sn-learn-javascript,438,66,467.0,0.1506849315068493
MDEwOlJlcG9zaXRvcnkzNjIzNzk2MDc=,shmykelsa/AAAD,1830,275,1836.0,0.15027322404371585
R_kgDOHHXibQ,StringManolo/hackingTermux101,621,93,621.0,0.1497584541062802
R_kgDOHdiTzg,CleverProgrammers/JavaScript-Course-by-Clever-Programmer-,3076,460,2935.0,0.14954486345903772
MDEwOlJlcG9zaXRvcnkxMzgzNjM5Nzg=,pa1nki113r/Project_Brutality,1180,176,1184.0,0.14915254237288136
MDEwOlJlcG9zaXRvcnkzMTk5NzM2NTA=,zachgoll/fullstack-roadmap-series,1671,249,1612.0,0.1490125673249551
MDEwOlJlcG9zaXRvcnkzNDUzNTQ5ODU=,TheOtherRolesAU/TheOtherRoles,336,50,806.0,0.1488095238095238
R_kgDOHe12Ig,cita-cloud/cita_cloud_proto,626,93,4.0,0.1485623003194888
MDEwOlJlcG9zaXRvcnk5ODY5MDg4Ng==,Innoxia/liliths-throne-public,438,65,517.0,0.14840182648401826
MDEwOlJlcG9zaXRvcnkyMDk1NDU2MTI=,xMistt/fortnitepy-bot,499,74,364.0,0.14829659318637275
R_kgDOJ8Asbg,Crypto137/MHServerEmu,352,52,374.0,0.14772727272727273
R_kgDOHzxSLw,YenalyLiew/Han1meViewer,2020,298,2072.0,0.14752475247524752
MDEwOlJlcG9zaXRvcnkxNDE3NzU1ODY=,CS-Tao/whu-library-seat,828,122,814.0,0.1473429951690821
MDEwOlJlcG9zaXRvcnkzODAzMzcwMzk=,pi-apps/pi-platform-docs,1889,278,1776.0,0.14716781365802012
MDEwOlJlcG9zaXRvcnkzNzI2NzQxNDE=,DigitalChinaOpenSource/TiDB-for-PostgreSQL,401,59,389.0,0.14713216957605985
MDEwOlJlcG9zaXRvcnkyMjgxMjYyNTU=,re-zero-khis/re0-web,340,50,1400.0,0.14705882352941177
R_kgDOLRNeWQ,LibraHp/GetQzonehistory,6832,1002,7134.0,0.14666276346604215
MDEwOlJlcG9zaXRvcnkyMzE5MTc4NTM=,scala-network/MobileMiner,348,51,308.0,0.14655172413793102
R_kgDOHscd7A,AammarTufail/pythonkachilla_version2,519,76,487.0,0.1464354527938343
R_kgDOLAN2FA,malinkang/weread2notion-pro,2527,370,2736.0,0.14641867827463395
MDEwOlJlcG9zaXRvcnkxOTc3NzgxMg==,seven332/EhViewer,6798,994,8864.0,0.1462194763165637
R_kgDOHt5MAA,HVML/PurC,1103,161,1055.0,0.14596554850407978
MDEwOlJlcG9zaXRvcnk0OTUxNTE1Ng==,MRCIEU/TwoSampleMR,405,59,456.0,0.145679012345679
,rixon-cochi/SMF,1623,236,,0.14540973505853358
MDEwOlJlcG9zaXRvcnkyNjAwNTg3Mjc=,miffycs/Animal-Crossing-Amiibo,805,117,805.0,0.1453416149068323
R_kgDOMQ-dOA,apache/openserverless,448,65,511.0,0.14508928571428573
,THIAGODENNY/THIAGODENNY1,415,60,,0.14457831325301204
MDEwOlJlcG9zaXRvcnkxODkwMDkyNDY=,pashayogi/SETAN,575,83,478.0,0.1443478260869565
