github,total_stars,fake_stars,fake_percentage
AlgusDark/bloomer,675,1,0.14814814814814814
pmndrs/three-stdlib,675,1,0.14814814814814814
arshaw/xdate,679,1,0.14727540500736377
bahmutov/cypress-react-unit-test,679,1,0.14727540500736377
phstc/jquery-dateFormat,679,1,0.14727540500736377
mattermost/mattermost-server,28568,42,0.14701764211705404
smartxworks/sunmao-ui,1361,2,0.1469507714915503
Khan/perseus,1366,2,0.14641288433382138
eslint/eslint,24597,36,0.14635931211123307
chengsokdara/use-whisper,684,1,0.14619883040935672
expo/expo,30913,45,0.1455698249927215
linear/linear,688,1,0.14534883720930233
katzer/cordova-plugin-background-mode,1377,2,0.14524328249818447
react-native-elements/react-native-elements,24801,36,0.1451554372807548
JetBrains/kotlin,48276,70,0.1449995857154694
machty/ember-concurrency,691,1,0.1447178002894356
codesandbox/nodebox-runtime,691,1,0.1447178002894356
nonara/ts-patch,693,1,0.1443001443001443
danwilson/google-analytics-plugin,693,1,0.1443001443001443
testing-library/angular-testing-library,693,1,0.1443001443001443
cypress-io/eslint-plugin-cypress,694,1,0.1440922190201729
xeokit/xeokit-sdk,695,1,0.14388489208633093
wikimedia/jquery.i18n,696,1,0.14367816091954022
KevinVandy/material-react-table,1395,2,0.14336917562724014
nestjsx/nestjs-config,698,1,0.14326647564469913
kimxogus/react-native-version-check,698,1,0.14326647564469913
reearth/resium,698,1,0.14326647564469913
jakezatecky/react-checkbox-tree,700,1,0.14285714285714285
mochixuan/react-native-drag-sort,701,1,0.14265335235378032
NextBoy/quill-image-extend-module,704,1,0.14204545454545456
ableplayer/ableplayer,704,1,0.14204545454545456
jshttp/basic-auth,705,1,0.14184397163120568
mattdesl/canvas-sketch-util,705,1,0.14184397163120568
jjranalli/nightwind,705,1,0.14184397163120568
chariotsolutions/phonegap-nfc,706,1,0.141643059490085
jgthms/wysiwyg.css,707,1,0.14144271570014144
zouyaoji/vue-cesium,1419,2,0.14094432699083861
MetaMask/snaps-monorepo,711,1,0.14064697609001406
MetaMask/snaps,711,1,0.14064697609001406
luminati-io/luminati-proxy,711,1,0.14064697609001406
antvis/L7,3559,5,0.14048890137679124
ericclemmons/grunt-angular-templates,712,1,0.1404494382022472
vuejs/vue-next,45631,64,0.14025552804014815
xaboy/form-create-designer,1426,2,0.1402524544179523
vuejs/core,45638,64,0.14023401551338796
electron/electron,112711,158,0.14018152620418592
electron/update-electron-app,714,1,0.1400560224089636
yume-chan/ya-webadb,2144,3,0.13992537313432835
jhlywa/chess.js,3574,5,0.13989927252378287
ConsenSys/eth-lightwallet,1432,2,0.13966480446927373
modernweb-dev/web,2150,3,0.13953488372093023
facebook/react-native,117022,163,0.13929004802515765
nestjs/graphql,1436,2,0.1392757660167131
visionmedia/node-ratelimiter,718,1,0.1392757660167131
sbycrosz/react-native-credit-card-input,1440,2,0.1388888888888889
Leaflet/Leaflet,40517,56,0.13821358935755362
sveltejs/svelte,77453,107,0.1381482963861955
secretlint/secretlint,724,1,0.13812154696132595
Gil2015/react-native-table-component,724,1,0.13812154696132595
SAP/spartacus,725,1,0.13793103448275862
vercel/next.js,122753,169,0.13767484297736104
zeit/next.js,122763,169,0.13766362829191206
google/material-design-icons,50127,69,0.13765036806511463
google/flatbuffers,22524,31,0.1376309714082756
quasarframework/quasar,25512,35,0.13719034179993728
tiagosiebler/binance,729,1,0.1371742112482853
pixijs/pixi.js,43064,59,0.13700538733048487
59naga/babel-plugin-add-module-exports,731,1,0.13679890560875513
FormidableLabs/react-progressive-image,734,1,0.13623978201634876
asmyshlyaev177/react-horizontal-scrolling-menu,734,1,0.13623978201634876
dmtrKovalenko/cypress-real-events,734,1,0.13623978201634876
cloudfour/hideShowPassword,736,1,0.1358695652173913
yagop/node-telegram-bot-api,8114,11,0.13556815380823267
sindresorhus/log-symbols,738,1,0.13550135501355012
angular/angular-cli,26670,36,0.13498312710911137
js-sdsl/js-sdsl,741,1,0.1349527665317139
sindresorhus/gulp-changed,741,1,0.1349527665317139
klinecharts/KLineChart,2224,3,0.13489208633093525
pixijs/pixijs,43036,58,0.13477088948787064
vatesfr/xen-orchestra,742,1,0.13477088948787064
ArtalkJS/Artalk,1488,2,0.13440860215053765
taozhi8833998/node-sql-parser,746,1,0.13404825737265416
marp-team/marp-core,747,1,0.13386880856760375
IanLunn/Hover,29145,39,0.13381369016984046
nanostudio-org/nanogallery2,750,1,0.13333333333333333
cliqz-oss/adblocker,751,1,0.13315579227696406
transmissions11/solmate,3758,5,0.13304949441192124
Rari-Capital/solmate,3760,5,0.13297872340425532
Modernizr/Modernizr,25652,34,0.13254327147980666
emberjs/data,3034,4,0.13183915622940012
ben-ng/convert-units,759,1,0.13175230566534915
JedWatson/react-input-autosize,761,1,0.1314060446780552
facebook/flow,22102,29,0.13120984526287213
shahabyazdi/react-multi-date-picker,763,1,0.1310615989515072
ditdot-dev/vue-flow-form,763,1,0.1310615989515072
website-scraper/node-website-scraper,1527,2,0.13097576948264572
darkreader/darkreader,19088,25,0.1309723386420788
marmelab/react-admin,24466,32,0.13079375459821793
Automattic/mongoose,26771,35,0.13073848567479734
nullstack/nullstack,766,1,0.13054830287206268
laravel/vite-plugin,766,1,0.13054830287206268
shadcn/ui,62906,82,0.1303532254474931
cloudscape-design/components,2303,3,0.13026487190620928
driftyco/ionic,50666,66,0.13026487190620928
ionic-team/ionic-framework,50666,66,0.13026487190620928
ionic-team/ionic,50666,66,0.13026487190620928
NativeScript/NativeScript,23871,31,0.1298646893720414
ant-design/ant-design,91011,118,0.129654657129358
niklasvh/html2canvas,30082,39,0.12964563526361278
CesiumGS/cesium,12370,16,0.1293451899757478
dojo/dojo,1548,2,0.12919896640826875
imgix/luminous,774,1,0.12919896640826875
vitejs/vite-plugin-react-swc,775,1,0.12903225806451613
uber/npm-shrinkwrap,775,1,0.12903225806451613
ArnaudBarre/vite-plugin-swc-react-refresh,775,1,0.12903225806451613
ironwallaby/delaunay,775,1,0.12903225806451613
microsoft/BotFramework-WebChat,1556,2,0.12853470437017994
oven-sh/bun,71787,92,0.1281569086324822
rvagg/github-webhook-handler,783,1,0.1277139208173691
seeden/react-facebook,783,1,0.1277139208173691
makenotion/notion-sdk-js,4703,6,0.1275781416117372
zerodevx/svelte-toast,784,1,0.12755102040816327
microsoft/fluentui,18043,23,0.12747325832732917
nicolas-cusan/destyle.css,787,1,0.12706480304955528
puppeteer/puppeteer,87608,111,0.126700757921651
designmodo/Flat-UI,15054,19,0.1262123023781055
Microsoft/TypeScript,99066,125,0.12617850725778773
firebase/firebase-tools,3968,5,0.12600806451612903
appium/appium,18267,23,0.12591011112935896
ecyrbe/zodios,1589,2,0.12586532410320958
Esri/esri-leaflet,1589,2,0.12586532410320958
winglang/wing,4770,6,0.12578616352201258
ComponentDriven/csf,796,1,0.12562814070351758
salesforce/lwc,1593,2,0.12554927809165098
ndmitry/grunt-autoprefixer,797,1,0.12547051442910914
transitive-bullshit/chatgpt-api,15959,20,0.1253211354094868
koala-interactive/frenchkiss.js,801,1,0.12484394506866417
vuejs/vuepress,22436,28,0.12479942948832234
emberjs/ember.js,22466,28,0.12463277842072465
dataform-co/dataform,804,1,0.12437810945273632
calcom/cal.com,29778,37,0.1242528040835516
ivmartel/dwv,1611,2,0.12414649286157665
nathanbuchar/electron-settings,806,1,0.12406947890818859
ifightcrime/bootstrap-growl,806,1,0.12406947890818859
react-hook-form/react-hook-form,40382,50,0.12381754246941706
sheetjs/js-xlsx,34734,43,0.12379800771578281
mdn/browser-compat-data,4847,6,0.12378791004745203
marchaos/jest-mock-extended,808,1,0.12376237623762376
ecrmnn/collect.js,6465,8,0.12374323279195669
prisma/prisma,38030,47,0.12358664212463845
prisma/prisma2,38031,47,0.1235833924955957
sindresorhus/capture-website-cli,811,1,0.12330456226880394
kiranz/just-api,811,1,0.12330456226880394
blocknative/onboard,812,1,0.12315270935960591
blocknative/web3-onboard,812,1,0.12315270935960591
amark/gun,17916,22,0.12279526680062515
chriszarate/sheetrock,816,1,0.12254901960784313
isomorphic-git/isomorphic-git,7359,9,0.12229922543823889
certusone/wormhole,1636,2,0.12224938875305623
wormhole-foundation/wormhole,1636,2,0.12224938875305623
babashka/nbb,823,1,0.12150668286755771
Danny-Dasilva/CycleTLS,824,1,0.12135922330097086
SheetJS/sheetjs,34732,42,0.1209259472532535
SheetJS/js-xlsx,34732,42,0.1209259472532535
caolan/async,28132,34,0.12085880847433528
sindresorhus/normalize-url,828,1,0.12077294685990338
PedroBern/react-native-collapsible-tab-view,830,1,0.12048192771084339
microsoft/monaco-editor,39038,47,0.12039551206516727
nolimits4web/Swiper,39097,47,0.12021382714786301
reduxjs/react-redux,23317,28,0.12008405884118883
electron/apps,1666,2,0.12004801920768307
basscss/basscss,5841,7,0.11984249272384866
mistic100/jQuery-QueryBuilder,1669,2,0.11983223487118035
vuejs/vuex,28417,34,0.11964669036140338
i18next/i18next-browser-languageDetector,836,1,0.11961722488038277
i18next/i18next-browser-languagedetector,836,1,0.11961722488038277
sentsin/layui,29266,35,0.11959270142827855
layui/layui,29266,35,0.11959270142827855
nrwl/nx,22606,27,0.11943731752632045
bugsnag/bugsnag-js,838,1,0.11933174224343676
yegor256/tacit,1677,2,0.11926058437686345
neo4j/neo4j-javascript-driver,839,1,0.11918951132300357
bazzite/nuxt-optimized-images,841,1,0.11890606420927466
juliomrqz/nuxt-optimized-images,841,1,0.11890606420927466
mkuczera/react-native-haptic-feedback,842,1,0.11876484560570072
animate-css/animate.css,80148,95,0.11853071817138293
Serverless-Devs/Serverless-Devs,1692,2,0.1182033096926714
KnicKnic/WASM-ImageMagick,846,1,0.1182033096926714
esotericsoftware/spine-runtimes,4240,5,0.1179245283018868
Polymer/polymer,22054,26,0.11789244581481817
Microsoft/monaco-editor,39038,46,0.11783390542548286
wix/Detox,11039,13,0.1177642902436815
wix/detox,11040,13,0.1177536231884058
wendux/Ajax-hook,2548,3,0.11773940345368916
lfyfly/vue-waterfall-easy,850,1,0.1176470588235294
guigrpa/docx-templates,852,1,0.11737089201877934
videojs/video.js,37499,44,0.11733646230566148
google/schema-dts,853,1,0.11723329425556857
amarofashion/react-credit-cards,2566,3,0.11691348402182386
google/vrview,1711,2,0.11689070718877849
beatgammit/base64-js,858,1,0.11655011655011654
andreis/disposable,859,1,0.11641443538998836
omrilotan/isbot,859,1,0.11641443538998836
OfficeDev/office-ui-fabric-react,18040,21,0.11640798226164081
rollup/rollup,25012,29,0.11594434671357748
tailwindlabs/headlessui,25027,29,0.11587485515643105
miragejs/ember-cli-mirage,864,1,0.11574074074074073
brianium/watermarkjs,1729,2,0.11567379988432619
topojson/us-atlas,866,1,0.11547344110854503
scratchfoundation/scratch-gui,4332,5,0.11542012927054479
janniks/vue-notion,867,1,0.11534025374855825
icflorescu/mantine-datatable,868,1,0.1152073732718894
ionic-team/ionicons,17442,20,0.11466574934067195
TooTallNate/proxy-agents,873,1,0.11454753722794961
vuetifyjs/vuetify,39329,45,0.11441938518650359
tradingview/lightweight-charts,8759,10,0.11416828405069071
NervJS/taro,35070,40,0.11405759908753922
HoudiniGraphql/houdini,878,1,0.11389521640091116
kogosoftwarellc/open-api,879,1,0.11376564277588168
kogosoftwarellc/express-openapi,879,1,0.11376564277588168
fleetdm/fleet,2648,3,0.11329305135951663
zillow/react-slider,883,1,0.11325028312570783
react-native-webrtc/react-native-callkeep,884,1,0.11312217194570137
daisyui/react-daisyui,885,1,0.11299435028248588
storybookjs/builder-vite,886,1,0.1128668171557562
dimsemenov/Photoswipe,23960,27,0.11268781302170283
pnpm/pnpm,28487,32,0.11233194088531612
auth0/auth0-spa-js,891,1,0.11223344556677892
sandywalker/webui-popover,891,1,0.11223344556677892
mdbootstrap/mdb-ui-kit,24105,27,0.11200995644057249
AmauriC/tarteaucitron.js,894,1,0.11185682326621924
jessepollak/card,11643,13,0.11165507171691144
n4kz/react-native-indicators,898,1,0.11135857461024498
uber/streetscape.gl,899,1,0.11123470522803114
remy/nodemon,26118,29,0.11103453556933916
mulesoft/api-console,901,1,0.11098779134295228
mafintosh/pump,902,1,0.11086474501108648
Jam3/nice-color-palettes,902,1,0.11086474501108648
xenova/transformers.js,9924,11,0.11084240225715439
xlsdg/vue-echarts-v3,903,1,0.11074197120708748
nightwatchjs/nightwatch,11752,13,0.11061946902654868
jaredhanson/passport,22645,25,0.11039964672113049
dareid/chakram,907,1,0.11025358324145534
antvis/G6,10885,12,0.11024345429490123
antvis/g6,10885,12,0.11024345429490123
eslint-community/eslint-plugin-promise,908,1,0.11013215859030838
react-native-menu/menu,908,1,0.11013215859030838
chenjiahan/rodal,909,1,0.11001100110011
steambap/svg-captcha,1818,2,0.11001100110011
argyleink/transition.css,1818,2,0.11001100110011
projectfluent/fluent.js,912,1,0.10964912280701754
NoahZinsmeister/web3-react,5479,6,0.10950903449534588
Uniswap/web3-react,5479,6,0.10950903449534588
statelyai/xstate,26502,29,0.10942570372047393
saadeghi/daisyui,32000,35,0.10937500000000001
fastify/fastify,31259,34,0.10876867462170894
ducktors/turborepo-remote-cache,920,1,0.10869565217391304
matheuss/google-translate-api,2773,3,0.10818608005769925
jasmine/jasmine,15727,17,0.10809436001780377
zloirock/core-js,24127,26,0.10776308699796908
ceolter/ag-grid,12077,13,0.1076426264800861
manfredsteyer/angular-oauth2-oidc,1858,2,0.1076426264800861
node-pcap/node_pcap,929,1,0.1076426264800861
ag-grid/ag-grid,12082,13,0.10759807978811456
vuejs/vue,207342,223,0.10755177436312952
trpc/trpc,33499,36,0.10746589450431356
gjTool/pdfh5,931,1,0.10741138560687433
koalazak/dorita980,931,1,0.10741138560687433
vuejs/router,3731,4,0.10720986330742428
BugiDev/react-native-calendar-strip,933,1,0.10718113612004287
line/line-bot-sdk-nodejs,933,1,0.10718113612004287
t4t5/sweetalert,22397,24,0.10715720855471716
nestjs/typeorm,1868,2,0.10706638115631692
fabricjs/fabric.js,28046,30,0.10696712543678243
excalidraw/excalidraw,76672,82,0.10694908180300501
fabian-hiller/modular-forms,937,1,0.10672358591248667
floating-ui/floating-ui,29049,31,0.10671623808048471
mochajs/mocha,22508,24,0.10662875422072153
MONEI/Shopify-api-node,938,1,0.10660980810234541
zhennann/cabloy,939,1,0.10649627263045794
immerjs/immer,27240,29,0.10646108663729809
intoli/user-agents,941,1,0.10626992561105207
ptelad/react-native-iphone-x-helper,941,1,0.10626992561105207
mervick/emojionearea,943,1,0.10604453870625664
elastic/search-ui,1889,2,0.10587612493382743
JedWatson/react-select,27433,29,0.10571209856741881
sushiswap/sushiswap,1895,2,0.10554089709762532
vaheqelyan/svelte-grid,948,1,0.10548523206751054
developit/unfetch,5694,6,0.10537407797681769
yeojz/otplib,1899,2,0.105318588730911
CSSLint/csslint,4762,5,0.10499790004199916
namespace-ee/react-calendar-timeline,1909,2,0.10476689366160294
vriad/trpc,33493,35,0.10449944764577673
observablehq/stdlib,957,1,0.10449320794148381
sc-forks/solidity-coverage,959,1,0.10427528675703858
nartc/mapper,961,1,0.10405827263267431
HarryStevens/geometric,961,1,0.10405827263267431
corejavascript/typeahead.js,962,1,0.10395010395010396
RepairShopr/react-native-signature-capture,962,1,0.10395010395010396
newrelic/node-newrelic,964,1,0.1037344398340249
shrhdk/text-to-svg,964,1,0.1037344398340249
node-red/node-red-nodes,965,1,0.10362694300518134
backstage/backstage,27024,28,0.10361160449970397
alanshaw/david,966,1,0.10351966873706005
supabase/postgrest-js,966,1,0.10351966873706005
react-native-netinfo/react-native-netinfo,1933,2,0.10346611484738748
testing-library/eslint-plugin-testing-library,967,1,0.1034126163391934
react-native-community/react-native-linear-gradient,4837,5,0.10336985734959686
react-native-linear-gradient/react-native-linear-gradient,4837,5,0.10336985734959686
SAP/openui5,2903,3,0.10334137099552188
lensapp/lens,22295,23,0.10316214397847051
artalar/reatom,970,1,0.10309278350515465
teleporthq/teleport-code-generators,972,1,0.102880658436214
mcodex/react-native-sensitive-info,972,1,0.102880658436214
ColorlibHQ/AdminLTE,43741,45,0.10287830639445829
paritytech/parity,6807,7,0.1028353165858675
enesozturk/rn-swipeable-panel,974,1,0.10266940451745381
auth0/auth0.js,975,1,0.10256410256410256
tinymce/tinymce,14630,15,0.10252904989747096
strongloop/loopback-next,4880,5,0.10245901639344263
loopbackio/loopback-next,4880,5,0.10245901639344263
FortAwesome/Font-Awesome,73320,75,0.10229132569558103
replicatedhq/dockerfilelint,978,1,0.10224948875255625
ealush/emoji-picker-react,979,1,0.10214504596527069
Xetera/ghost-cursor,981,1,0.10193679918450561
hhurz/tableExport.jquery.plugin,981,1,0.10193679918450561
vuepress-theme-hope/vuepress-theme-hope,1963,2,0.10188487009679062
bufbuild/protobuf-es,984,1,0.10162601626016261
aws/amazon-cognito-identity-js,984,1,0.10162601626016261
pmndrs/react-three-fiber,26595,27,0.10152284263959391
oakmac/chessboardjs,1971,2,0.10147133434804667
chenglou/react-motion,21690,22,0.10142923005993547
coreui/coreui-icons,1972,2,0.10141987829614604
bluebill1049/react-simple-img,988,1,0.10121457489878542
solidjs/solid-start,4941,5,0.10119409026512852
proj4js/proj4js,1978,2,0.10111223458038424
validatorjs/validator.js,22783,23,0.10095246455690647
thecodingmachine/workadventure,3967,4,0.10083186286866651
vuejs/vue-cli,29785,30,0.10072183985227463
bevacqua/dragula,21889,22,0.10050710402485268
dylang/node-rss,995,1,0.10050251256281408
textbus/textbus,995,1,0.10050251256281408
OHIF/Viewers,2988,3,0.1004016064257028
withastro/astro,43955,44,0.100102377431464
vuejs/test-utils,999,1,0.10010010010010009
swagger-api/swagger-ui,25985,26,0.10005772561092938
ericgio/react-bootstrap-typeahead,1002,1,0.09980039920159679
plotly/react-plotly.js,1002,1,0.09980039920159679
lichess-org/chessground,1005,1,0.09950248756218905
Zhengqbbb/cz-git,1006,1,0.09940357852882703
vadimdemedes/ink,26175,26,0.09933142311365807
webtorrent/webtorrent,29210,29,0.09928106812735366
fluid-dev/hexo-theme-fluid,7057,7,0.09919229134193
keijiro/Kino,2019,2,0.09905894006934125
javascript-obfuscator/javascript-obfuscator,13126,13,0.09904007313728477
craig1123/react-recipes,1011,1,0.09891196834817012
neveldo/jQuery-Mapael,1011,1,0.09891196834817012
prettier/prettier,48665,48,0.09863351484639886
simov/grant,4057,4,0.09859502095144194
Microsoft/playwright-cli,1016,1,0.09842519685039369
jamieowen/glsl-blend,1016,1,0.09842519685039369
jquery/jquery,59040,58,0.09823848238482386
react-tools/react-table,24481,24,0.09803521097994364
tannerlinsley/react-table,24481,24,0.09803521097994364
TanStack/table,24482,24,0.0980312066007679
rebassjs/grid,2042,2,0.0979431929480901
redux-saga/redux-saga,22534,22,0.0976302476258099
apache/echarts,59560,58,0.09738079247817327
pmndrs/react-spring,27727,27,0.09737800699679013
innoveit/react-native-ble-manager,2054,2,0.09737098344693282
react-spring/react-spring,27730,27,0.09736747205192932
feathericons/feather,24653,24,0.09735123514379589
microsoft/pxt,2055,2,0.09732360097323602
Microsoft/pxt,2055,2,0.09732360097323602
airbnb/lottie-web,29860,29,0.0971198928332217
awesomejerry/react-native-qrcode-svg,1030,1,0.0970873786407767
EddyVerbruggen/Custom-URL-scheme,1031,1,0.09699321047526674
howdyai/botkit,11377,11,0.09668629691482816
Microsoft/pyright,12427,12,0.09656393337088597
NativeScript/nativescript-cli,1036,1,0.09652509652509653
streamlit/streamlit,33159,32,0.09650471968394704
iamturns/eslint-config-airbnb-typescript,1037,1,0.09643201542912247
antvis/g,1038,1,0.09633911368015415
galio-org/galio,3116,3,0.09627727856225932
crashmax-dev/fireworks-js,1040,1,0.09615384615384616
retyui/react-native-confirmation-code-field,1040,1,0.09615384615384616
sampotts/plyr,26011,25,0.09611318288416439
plotly/dash,20849,20,0.09592786224758981
ant-design/ant-design-mobile,11498,11,0.09566881196729866
keycloak/keycloak,20925,20,0.09557945041816009
ibm/plex,9433,9,0.09540973179264285
jasonday/printThis,1049,1,0.09532888465204957
Kong/insomnia,33611,32,0.0952069263038886
mui-org/material-ui,92450,88,0.09518658734451055
vuestorefront/vue-storefront,10511,10,0.09513842641042718
Urigo/sofa,1054,1,0.09487666034155598
inokawa/virtua,1056,1,0.0946969696969697
polkadot-js/api,1058,1,0.0945179584120983
riktar/jkanban,1058,1,0.0945179584120983
websockets/wscat,2116,2,0.0945179584120983
zurb/foundation,29650,28,0.09443507588532885
foundation/foundation-sites,29651,28,0.09443189099861725
dotenv-org/dotenv-vault,1059,1,0.09442870632672333
fullcalendar/fullcalendar-angular,1062,1,0.09416195856873823
ng-fullcalendar/ng-fullcalendar,1062,1,0.09416195856873823
mui/material-ui,92415,87,0.09414056159714332
useAnimations/react-useanimations,1065,1,0.09389671361502347
don/BluetoothSerial,1068,1,0.09363295880149813
doczjs/docz,23565,22,0.09335879482283048
tengbao/vanta,5363,5,0.09323140033563304
callemall/material-ui,92414,86,0.09305949315038847
adobe-fonts/source-serif-pro,2152,2,0.09293680297397769
Sunoo/homebridge-camera-ffmpeg,1077,1,0.09285051067780872
locomotivemtl/locomotive-scroll,7556,7,0.09264160931709899
docsifyjs/docsify,27045,25,0.09243852837862822
sequelize/sequelize,29249,27,0.09231084823412766
google/zx,42287,39,0.09222692553266962
weui/weui,27130,25,0.09214891264283082
Uniswap/uniswap-v2-periphery,1086,1,0.09208103130755065
facultyai/dash-bootstrap-components,1086,1,0.09208103130755065
rcdexta/react-trello,2173,2,0.09203865623561897
creationix/nvm,77153,71,0.0920249374619263
morellodev/react-awesome-reveal,1088,1,0.09191176470588235
mapbox/mapbox-gl-js,10883,10,0.09188642837452908
mohebifar/react-native-copilot,2177,2,0.09186954524575103
ember-cli/ember-cli,3267,3,0.09182736455463728
tristen/tablesort,1091,1,0.09165902841429881
juliangarnier/anime,49187,45,0.09148758818386972
nestjs/nest,65599,60,0.09146480891477005
svix/svix-libs,2190,2,0.091324200913242
nhost/nhost,7670,7,0.09126466753585398
simple-icons/simple-icons,18643,17,0.0911870407123317
alpinejs/alpine,27433,25,0.09113111945467138
imgly/background-removal-js,5488,5,0.09110787172011661
MarshallOfSound/electron-devtools-installer,1098,1,0.09107468123861566
tj/commander.js,26370,24,0.09101251422070535
fent/node-ytdl-core,4396,4,0.09099181073703368
holoviz/panel,4398,4,0.09095043201455207
typicode/husky,31950,29,0.09076682316118935
mfncooper/mockery,1102,1,0.09074410163339383
naddison36/sol2uml,1103,1,0.09066183136899365
ValentinH/react-easy-crop,2207,2,0.09062075215224287
juanjoDiaz/serverless-plugin-warmup,1106,1,0.09041591320072333
mermaid-js/mermaid,68724,62,0.09021593620860252
camme/webdriverjs,8870,8,0.09019165727170236
webdriverio/webdriverio,8870,8,0.09019165727170236
blueimp/JavaScript-Load-Image,4435,4,0.09019165727170236
botpress/botpress,12206,11,0.090119613304932
vercel/turborepo,25522,23,0.09011832928453883
Dogfalo/materialize,38875,35,0.09003215434083602
React95/React95,3337,3,0.08990110878034162
squizlabs/HTML_CodeSniffer,1113,1,0.08984725965858043
twitter/twemoji,16696,15,0.0898418782942022
react-navigation/react-navigation,23403,21,0.08973208563004743
damienbod/angular-auth-oidc-client,1115,1,0.08968609865470852
Unity-UI-Extensions/com.unity.uiextensions,1116,1,0.08960573476702509
SortableJS/Sortable,29071,26,0.08943620790478483
zoontek/react-native-localize,2237,2,0.08940545373267769
react-community/react-native-languages,2237,2,0.08940545373267769
jshint/jshint,8952,8,0.08936550491510277
vasturiano/3d-force-graph,4478,4,0.08932559178204555
mapbox/delaunator,2240,2,0.08928571428571429
project-serum/anchor,3362,3,0.0892325996430696
coral-xyz/anchor,3362,3,0.0892325996430696
nkbt/react-collapse,1121,1,0.08920606601248886
tildeio/glimmer,1125,1,0.08888888888888889
glimmerjs/glimmer-vm,1125,1,0.08888888888888889
alphagov/govuk-frontend,1126,1,0.08880994671403197
coder/code-server,66453,59,0.08878455449716341
matrix-org/matrix-rust-sdk,1128,1,0.08865248226950355
facebook/draft-js,22571,20,0.08860927739134287
florian/cookie.js,1131,1,0.08841732979664013
alvarotrigo/fullPage.js,35085,31,0.08835684765569332
firebase/firebaseui-web,4528,4,0.08833922261484099
appium/WebDriverAgent,1132,1,0.08833922261484099
facundoolano/google-play-scraper,2272,2,0.08802816901408451
preactjs/preact,36355,32,0.08802090496492918
vitejs/vite,65941,58,0.08795741647836702
mobxjs/mobx,27374,24,0.08767443559582085
atlassian/pragmatic-drag-and-drop,7991,7,0.08759854836691278
gorkys/vue-draggable-resizable-gorkys,1145,1,0.08733624454148471
vectorized/solady,2290,2,0.08733624454148471
shikijs/shiki,9173,8,0.08721247138340783
octref/shiki,9174,8,0.08720296490080662
theajack/cnchar,2295,2,0.08714596949891067
bodymovin/bodymovin,29853,26,0.08709342444645429
baryon/tracer,1150,1,0.08695652173913043
eligrey/Blob.js,1151,1,0.08688097306689835
expressjs/csurf,2303,2,0.08684324793747286
lingo3d/lingo3d,2308,2,0.08665511265164644
ensdomains/ens,1156,1,0.08650519031141869
apache/arrow,13883,12,0.08643664913923504
vercel/turbo,25521,22,0.08620351867089848
antfu/vite-plugin-inspect,1162,1,0.08605851979345956
vuejs/devtools-next,1164,1,0.0859106529209622
wix/react-native-calendars,9320,8,0.08583690987124463
highlightjs/highlight.js,23313,20,0.08578904473898684
googlechromelabs/dark-mode-toggle,1167,1,0.08568980291345331
GoogleChrome/lighthouse,28017,24,0.08566227647499733
silentmatt/expr-eval,1169,1,0.0855431993156544
dgreif/ring,1170,1,0.08547008547008547
tailwindlabs/tailwindcss-line-clamp,1172,1,0.08532423208191127
mebjas/html5-qrcode,4689,4,0.08530603540200468
solidjs/solid,31660,27,0.08528111181301326
rexrainbow/phaser3-rex-notes,1175,1,0.0851063829787234
radix-ui/themes,4704,4,0.08503401360544217
rastikerdar/vazirmatn,2355,2,0.08492569002123143
rastikerdar/vazir-font,2355,2,0.08492569002123143
postcss/postcss,28311,24,0.08477270318957296
vuejs/create-vue,3539,3,0.08476970895733257
Kitware/vtk-js,1181,1,0.0846740050804403
slidevjs/slidev,31906,27,0.08462358177145364
microsoft/vscode-remote-release,3547,3,0.08457851705666761
ramda/ramda,23660,20,0.08453085376162299
unleash/unleash,10682,9,0.08425388504025463
sohobloo/react-native-modal-dropdown,1188,1,0.08417508417508417
cypress-io/cypress-example-kitchensink,1188,1,0.08417508417508417
gkjohnson/three-mesh-bvh,2378,2,0.08410428931875526
kaisermann/svelte-i18n,1189,1,0.08410428931875526
XRPLF/xrpl.js,1190,1,0.08403361344537816
coderline/alphaTab,1190,1,0.08403361344537816
awslabs/aws-solutions-konstruk,1192,1,0.08389261744966443
awslabs/aws-solutions-constructs,1192,1,0.08389261744966443
antoniandre/vue-cal,1193,1,0.08382229673093043
nuxt-community/axios-module,1194,1,0.08375209380234507
hashicorp/terraform-cdk,4783,4,0.083629521220991
andredumas/techan.js,2392,2,0.08361204013377926
juicyfx/vercel-php,1197,1,0.0835421888053467
microsoft/fluentui-react-native,1201,1,0.08326394671107411
reactjs/react-docgen,3606,3,0.08319467554076539
mantinedev/mantine,25248,21,0.08317490494296577
webhintio/hint,3607,3,0.08317161075686166
exponentjs/react-native-tab-navigator,2405,2,0.08316008316008316
GoogleChrome/chrome-launcher,1205,1,0.08298755186721991
mirego/accent,1206,1,0.08291873963515754
sindresorhus/conf,1206,1,0.08291873963515754
koajs/koa,35029,29,0.08278854663278998
Tencent/libpag,4839,4,0.08266170696424882
popperjs/popper-core,29037,24,0.08265316664944726
FezVrasta/popper.js,29037,24,0.08265316664944726
necolas/normalize.css,52098,43,0.08253675764904603
adobe/spectrum-web-components,1215,1,0.0823045267489712
themesberg/flowbite,7291,6,0.08229323823892469
harvesthq/chosen,21894,18,0.0822143052891203
gaearon/react-side-effect,1217,1,0.08216926869350863
